age,kids,hours,domain,skill,education,city_type,language,device,work_mode,work_type,income
43,0,2,Music,Music Teacher,UG,Semi-Urban,English,Both,Hybrid,Music Teacher Work,9357
28,2,4,Music,Music Teacher,12th,Semi-Urban,Hindi,Both,Work From Home,Music Teacher Work,13402
31,0,2,Music,Music Teacher,No Formal,Semi-Urban,Both,Mobile,Work From Home,Music Teacher Work,9256
38,3,5,Music,Music Teacher,Diploma,Rural,Both,Laptop,Hybrid,Music Teacher Work,11880
41,2,3,Music,Music Teacher,10th,Urban,Both,Both,Offline Local,Music Teacher Work,12197
30,1,4,Music,Music Teacher,10th,Rural,Hindi,Mobile,Work From Home,Music Teacher Work,13051
36,4,3,Music,Music Teacher,No Formal,Rural,English,Mobile,Hybrid,Music Teacher Work,11602
22,3,5,Music,Music Teacher,Diploma,Rural,Both,Laptop,Offline Local,Music Teacher Work,13581
19,0,6,Music,Music Teacher,UG,Semi-Urban,Both,Both,Offline Local,Music Teacher Work,13212
36,3,6,IT,Web Design,8th,Urban,Both,Laptop,Hybrid,Web Design Work,16991
25,1,2,IT,Web Design,Diploma,Urban,English,Both,Hybrid,Web Design Work,12538
43,2,2,IT,Web Design,8th,Semi-Urban,English,Mobile,Work From Home,Web Design Work,13260
21,1,5,IT,Web Design,UG,Rural,Hindi,Mobile,Hybrid,Web Design Work,16457
40,3,2,IT,Web Design,PG,Rural,English,Both,Hybrid,Web Design Work,12752
33,1,1,IT,Web Design,10th,Semi-Urban,Both,Mobile,Offline Local,Web Design Work,12562
29,1,2,IT,Web Design,12th,Urban,Both,Mobile,Offline Local,Web Design Work,13972
19,0,2,IT,Web Design,Diploma,Rural,English,Laptop,Offline Local,Web Design Work,13211
18,0,6,IT,Web Design,8th,Rural,Hindi,Laptop,Work From Home,Web Design Work,16932
32,4,6,IT,Web Design,Diploma,Semi-Urban,Hindi,Mobile,Work From Home,Web Design Work,16849
23,3,1,IT,Web Design,PG,Rural,Both,Laptop,Hybrid,Web Design Work,13371
45,3,4,IT,Web Design,10th,Rural,English,Both,Offline Local,Web Design Work,16590
27,3,6,IT,Web Design,12th,Urban,Both,Both,Work From Home,Web Design Work,18167
34,0,1,IT,Web Design,12th,Urban,English,Mobile,Work From Home,Web Design Work,12422
18,0,1,IT,Web Design,10th,Rural,Hindi,Both,Hybrid,Web Design Work,13003
36,2,2,IT,Web Design,UG,Semi-Urban,Hindi,Mobile,Work From Home,Web Design Work,13418
43,2,1,IT,Web Design,Diploma,Semi-Urban,English,Both,Hybrid,Web Design Work,13751
28,3,5,IT,Web Design,UG,Urban,English,Laptop,Hybrid,Web Design Work,15128
30,0,3,IT,Web Design,PG,Urban,English,Laptop,Offline Local,Web Design Work,14984
22,3,6,IT,Web Design,Diploma,Semi-Urban,Hindi,Laptop,Work From Home,Web Design Work,18245
29,2,5,IT,App Testing,12th,Urban,English,Laptop,Work From Home,App Testing Work,17237
30,1,3,IT,App Testing,12th,Urban,English,Both,Hybrid,App Testing Work,14932
19,4,2,IT,App Testing,8th,Urban,Hindi,Laptop,Offline Local,App Testing Work,12945
41,4,5,IT,App Testing,No Formal,Semi-Urban,English,Both,Hybrid,App Testing Work,16792
35,3,5,IT,App Testing,Diploma,Semi-Urban,Both,Laptop,Offline Local,App Testing Work,16166
38,0,2,IT,App Testing,Diploma,Semi-Urban,Both,Both,Work From Home,App Testing Work,12932
37,0,2,IT,App Testing,No Formal,Rural,Hindi,Mobile,Work From Home,App Testing Work,13600
40,0,2,IT,App Testing,8th,Urban,English,Both,Hybrid,App Testing Work,12833
36,0,2,IT,App Testing,10th,Urban,Hindi,Both,Offline Local,App Testing Work,12641
35,3,5,IT,App Testing,Diploma,Rural,English,Laptop,Hybrid,App Testing Work,16906
42,0,2,IT,App Testing,10th,Rural,English,Mobile,Offline Local,App Testing Work,13195
36,2,1,IT,App Testing,UG,Urban,English,Both,Hybrid,App Testing Work,13515
25,3,5,IT,App Testing,12th,Semi-Urban,Both,Mobile,Hybrid,App Testing Work,15485
21,0,6,IT,App Testing,No Formal,Urban,Both,Laptop,Hybrid,App Testing Work,15821
42,0,2,IT,App Testing,12th,Urban,English,Both,Work From Home,App Testing Work,12561
28,3,3,IT,App Testing,UG,Rural,English,Laptop,Hybrid,App Testing Work,15296
20,2,6,IT,App Testing,12th,Semi-Urban,Both,Both,Offline Local,App Testing Work,17186
25,4,5,IT,App Testing,UG,Rural,Both,Laptop,Hybrid,App Testing Work,16432
36,2,4,IT,App Testing,No Formal,Rural,Both,Laptop,Hybrid,App Testing Work,15254
45,0,5,IT,App Testing,8th,Semi-Urban,Hindi,Laptop,Offline Local,App Testing Work,14528
36,1,2,Banking,Customer Support,10th,Urban,Hindi,Laptop,Offline Local,Customer Support Work,12762
23,0,3,Banking,Customer Support,Diploma,Semi-Urban,Both,Both,Work From Home,Customer Support Work,13873
37,2,6,Banking,Customer Support,8th,Semi-Urban,English,Both,Hybrid,Customer Support Work,14602
21,2,6,Banking,Customer Support,12th,Urban,Both,Laptop,Offline Local,Customer Support Work,15796
44,2,6,Banking,Customer Support,10th,Rural,Hindi,Both,Offline Local,Customer Support Work,15575
34,1,2,Banking,Customer Support,Diploma,Semi-Urban,English,Mobile,Hybrid,Customer Support Work,11563
40,3,5,Banking,Customer Support,UG,Semi-Urban,Both,Laptop,Offline Local,Customer Support Work,15086
34,1,6,Banking,Customer Support,UG,Rural,English,Mobile,Hybrid,Customer Support Work,15329
29,1,6,Banking,Customer Support,Diploma,Urban,Hindi,Mobile,Offline Local,Customer Support Work,16154
27,0,5,Banking,Customer Support,10th,Urban,Hindi,Mobile,Hybrid,Customer Support Work,13874
34,3,4,Banking,Customer Support,UG,Rural,English,Mobile,Hybrid,Customer Support Work,13649
38,3,2,Banking,Customer Support,Diploma,Semi-Urban,Hindi,Mobile,Work From Home,Customer Support Work,12139
38,2,1,Banking,Customer Support,Diploma,Rural,English,Laptop,Offline Local,Customer Support Work,12435
44,4,4,Banking,Customer Support,Diploma,Semi-Urban,Hindi,Both,Hybrid,Customer Support Work,13776
20,0,5,Banking,Customer Support,PG,Rural,English,Mobile,Work From Home,Customer Support Work,15905
36,3,4,Banking,Customer Support,PG,Semi-Urban,Both,Both,Work From Home,Customer Support Work,12510
40,4,5,Banking,Customer Support,UG,Rural,Hindi,Laptop,Hybrid,Customer Support Work,15283
37,0,5,Banking,Customer Support,No Formal,Urban,Both,Mobile,Offline Local,Customer Support Work,13434
23,0,3,Banking,Customer Support,PG,Urban,English,Mobile,Hybrid,Customer Support Work,13334
21,2,2,Banking,Customer Support,UG,Rural,English,Both,Hybrid,Customer Support Work,10995
19,1,6,Banking,Telecalling,UG,Semi-Urban,Both,Mobile,Offline Local,Telecalling Work,16445
33,2,6,Banking,Telecalling,12th,Semi-Urban,Both,Laptop,Offline Local,Telecalling Work,15672
42,2,5,Banking,Telecalling,No Formal,Semi-Urban,English,Mobile,Work From Home,Telecalling Work,15753
21,0,3,Banking,Telecalling,12th,Urban,English,Laptop,Work From Home,Telecalling Work,13814
18,2,4,Banking,Telecalling,UG,Rural,English,Laptop,Work From Home,Telecalling Work,12267
38,0,3,Banking,Telecalling,8th,Semi-Urban,Both,Both,Work From Home,Telecalling Work,12052
34,4,6,Banking,Telecalling,8th,Semi-Urban,English,Mobile,Hybrid,Telecalling Work,15463
23,1,5,Banking,Telecalling,No Formal,Rural,Both,Laptop,Offline Local,Telecalling Work,14615
40,4,1,Banking,Telecalling,8th,Rural,Hindi,Mobile,Work From Home,Telecalling Work,11200
34,2,4,Banking,Telecalling,8th,Urban,Hindi,Mobile,Hybrid,Telecalling Work,12785
38,2,6,Banking,Telecalling,10th,Urban,Hindi,Mobile,Offline Local,Telecalling Work,15701
27,4,1,Banking,Telecalling,UG,Rural,Hindi,Laptop,Offline Local,Telecalling Work,11495
45,2,5,Banking,Telecalling,Diploma,Semi-Urban,English,Both,Work From Home,Telecalling Work,13200
25,3,5,Banking,Telecalling,12th,Urban,English,Mobile,Offline Local,Telecalling Work,13059
27,1,5,Banking,Telecalling,Diploma,Urban,English,Mobile,Work From Home,Telecalling Work,15364
27,1,1,Banking,Telecalling,12th,Urban,English,Both,Hybrid,Telecalling Work,11358
37,2,1,Banking,Telecalling,PG,Semi-Urban,Both,Mobile,Work From Home,Telecalling Work,12452
29,1,1,Banking,Telecalling,8th,Rural,Both,Laptop,Hybrid,Telecalling Work,9919
28,4,3,Banking,Telecalling,12th,Urban,Both,Laptop,Offline Local,Telecalling Work,12984
21,2,4,Banking,Telecalling,No Formal,Semi-Urban,English,Both,Offline Local,Telecalling Work,14575
38,4,3,Commerce,Accounting / Tally,12th,Urban,English,Laptop,Hybrid,Accounting / Tally Work,11914
44,4,5,Commerce,Accounting / Tally,12th,Semi-Urban,Both,Both,Work From Home,Accounting / Tally Work,15297
37,4,2,Commerce,Accounting / Tally,PG,Semi-Urban,Both,Laptop,Work From Home,Accounting / Tally Work,12903
26,1,2,Commerce,Accounting / Tally,PG,Semi-Urban,English,Mobile,Hybrid,Accounting / Tally Work,13872
38,0,6,Commerce,Accounting / Tally,No Formal,Semi-Urban,English,Laptop,Offline Local,Accounting / Tally Work,16744
19,4,2,Commerce,Accounting / Tally,UG,Urban,Both,Both,Hybrid,Accounting / Tally Work,11910
42,2,6,Commerce,Accounting / Tally,UG,Urban,English,Laptop,Work From Home,Accounting / Tally Work,16898
24,4,6,Commerce,Accounting / Tally,8th,Urban,Hindi,Mobile,Work From Home,Accounting / Tally Work,16821
22,2,6,Commerce,Accounting / Tally,Diploma,Rural,Both,Both,Work From Home,Accounting / Tally Work,15537
29,2,5,Commerce,Accounting / Tally,10th,Urban,Hindi,Mobile,Work From Home,Accounting / Tally Work,15975
27,3,4,Commerce,Accounting / Tally,PG,Urban,Both,Mobile,Offline Local,Accounting / Tally Work,14560
42,2,5,Commerce,Accounting / Tally,10th,Urban,Both,Both,Offline Local,Accounting / Tally Work,15599
44,4,4,Commerce,Accounting / Tally,10th,Semi-Urban,Both,Mobile,Hybrid,Accounting / Tally Work,15475
45,2,4,Commerce,Accounting / Tally,12th,Urban,Hindi,Laptop,Work From Home,Accounting / Tally Work,13729
36,4,5,Commerce,Accounting / Tally,Diploma,Rural,Hindi,Both,Offline Local,Accounting / Tally Work,15050
35,3,3,Commerce,Accounting / Tally,No Formal,Urban,Hindi,Laptop,Work From Home,Accounting / Tally Work,12394
40,4,2,Commerce,Accounting / Tally,PG,Semi-Urban,Both,Mobile,Work From Home,Accounting / Tally Work,12856
38,1,3,Commerce,Accounting / Tally,10th,Rural,Both,Mobile,Work From Home,Accounting / Tally Work,12516
22,2,2,Commerce,Accounting / Tally,8th,Semi-Urban,English,Both,Offline Local,Accounting / Tally Work,13652
39,1,3,Commerce,Accounting / Tally,10th,Semi-Urban,English,Mobile,Offline Local,Accounting / Tally Work,12203
29,4,1,Clothing,Sewing Machine Operator,12th,Rural,Both,Laptop,Hybrid,Sewing Machine Operator Work,9692
44,2,4,Clothing,Sewing Machine Operator,PG,Semi-Urban,English,Mobile,Hybrid,Sewing Machine Operator Work,13668
40,3,5,Clothing,Sewing Machine Operator,No Formal,Urban,English,Both,Offline Local,Sewing Machine Operator Work,12136
35,2,1,Clothing,Sewing Machine Operator,12th,Rural,English,Laptop,Offline Local,Sewing Machine Operator Work,9072
18,4,4,Clothing,Sewing Machine Operator,No Formal,Urban,English,Both,Offline Local,Sewing Machine Operator Work,13091
38,2,2,Clothing,Sewing Machine Operator,No Formal,Rural,Both,Both,Work From Home,Sewing Machine Operator Work,9483
27,3,5,Clothing,Sewing Machine Operator,PG,Urban,English,Laptop,Hybrid,Sewing Machine Operator Work,13895
29,0,4,Clothing,Sewing Machine Operator,Diploma,Semi-Urban,Hindi,Both,Work From Home,Sewing Machine Operator Work,10837
42,0,6,Clothing,Sewing Machine Operator,No Formal,Urban,English,Laptop,Work From Home,Sewing Machine Operator Work,15109
24,3,4,Clothing,Sewing Machine Operator,10th,Rural,Both,Mobile,Work From Home,Sewing Machine Operator Work,13215
37,3,6,Clothing,Sewing Machine Operator,No Formal,Rural,English,Both,Work From Home,Sewing Machine Operator Work,12538
31,0,5,Clothing,Sewing Machine Operator,No Formal,Semi-Urban,Both,Mobile,Work From Home,Sewing Machine Operator Work,13121
36,3,5,Clothing,Sewing Machine Operator,8th,Urban,Hindi,Laptop,Work From Home,Sewing Machine Operator Work,14385
26,2,2,Clothing,Sewing Machine Operator,PG,Rural,Both,Both,Work From Home,Sewing Machine Operator Work,11788
30,4,3,Clothing,Sewing Machine Operator,Diploma,Urban,English,Laptop,Hybrid,Sewing Machine Operator Work,11003
45,1,6,Clothing,Sewing Machine Operator,10th,Semi-Urban,Hindi,Mobile,Hybrid,Sewing Machine Operator Work,12407
20,3,1,Clothing,Sewing Machine Operator,Diploma,Urban,English,Both,Offline Local,Sewing Machine Operator Work,10269
20,3,3,Clothing,Sewing Machine Operator,10th,Urban,Hindi,Both,Work From Home,Sewing Machine Operator Work,10504
22,2,5,Clothing,Sewing Machine Operator,UG,Urban,Both,Both,Work From Home,Sewing Machine Operator Work,13511
37,1,4,Clothing,Sewing Machine Operator,PG,Rural,Both,Mobile,Hybrid,Sewing Machine Operator Work,13114
27,4,2,Clothing,Boutique Owner,12th,Urban,Both,Mobile,Work From Home,Boutique Owner Work,9127
18,0,3,Clothing,Boutique Owner,12th,Rural,English,Mobile,Offline Local,Boutique Owner Work,12636
27,1,6,Clothing,Boutique Owner,Diploma,Urban,English,Mobile,Work From Home,Boutique Owner Work,12332
20,4,6,Clothing,Boutique Owner,10th,Rural,Both,Both,Hybrid,Boutique Owner Work,12304
26,2,3,Clothing,Boutique Owner,8th,Urban,Both,Mobile,Hybrid,Boutique Owner Work,10464
39,2,3,Clothing,Boutique Owner,8th,Rural,English,Mobile,Offline Local,Boutique Owner Work,12584
26,2,5,Clothing,Boutique Owner,12th,Rural,Both,Both,Hybrid,Boutique Owner Work,13920
37,0,4,Clothing,Boutique Owner,No Formal,Rural,Both,Both,Offline Local,Boutique Owner Work,12898
26,4,4,Clothing,Boutique Owner,No Formal,Rural,Hindi,Both,Offline Local,Boutique Owner Work,12273
34,4,3,Clothing,Boutique Owner,10th,Urban,Hindi,Laptop,Work From Home,Boutique Owner Work,10986
22,3,2,Clothing,Boutique Owner,UG,Rural,Both,Mobile,Hybrid,Boutique Owner Work,10418
41,4,4,Clothing,Boutique Owner,10th,Rural,Both,Both,Offline Local,Boutique Owner Work,10787
28,2,2,Clothing,Boutique Owner,8th,Rural,Both,Both,Offline Local,Boutique Owner Work,11195
24,1,6,Clothing,Boutique Owner,PG,Urban,Both,Laptop,Work From Home,Boutique Owner Work,14033
44,2,1,Clothing,Boutique Owner,10th,Rural,Hindi,Mobile,Work From Home,Boutique Owner Work,10395
39,0,6,Clothing,Boutique Owner,UG,Urban,Both,Mobile,Offline Local,Boutique Owner Work,14166
30,1,6,Clothing,Boutique Owner,Diploma,Semi-Urban,Hindi,Laptop,Hybrid,Boutique Owner Work,14308
27,1,6,Clothing,Boutique Owner,12th,Rural,English,Laptop,Hybrid,Boutique Owner Work,14878
35,1,3,Clothing,Boutique Owner,PG,Urban,Both,Both,Hybrid,Boutique Owner Work,10064
36,0,5,Clothing,Boutique Owner,12th,Urban,English,Laptop,Hybrid,Boutique Owner Work,12081
43,3,5,Security,Grocery Delivery,8th,Semi-Urban,Both,Laptop,Offline Local,Grocery Delivery Work,13413
42,2,4,Security,Grocery Delivery,UG,Urban,English,Laptop,Hybrid,Grocery Delivery Work,12722
21,0,1,Security,Grocery Delivery,10th,Rural,Hindi,Laptop,Offline Local,Grocery Delivery Work,10189
40,3,3,Security,Grocery Delivery,UG,Rural,English,Both,Work From Home,Grocery Delivery Work,11895
44,0,6,Security,Grocery Delivery,8th,Urban,Both,Laptop,Hybrid,Grocery Delivery Work,12886
22,1,6,Security,Grocery Delivery,Diploma,Rural,Hindi,Laptop,Hybrid,Grocery Delivery Work,14686
33,3,5,Security,Grocery Delivery,8th,Semi-Urban,Both,Mobile,Work From Home,Grocery Delivery Work,12701
21,3,4,Security,Grocery Delivery,Diploma,Semi-Urban,Hindi,Mobile,Offline Local,Grocery Delivery Work,11524
37,2,4,Security,Grocery Delivery,UG,Rural,Both,Laptop,Hybrid,Grocery Delivery Work,13593
37,0,6,Security,Grocery Delivery,UG,Urban,English,Laptop,Hybrid,Grocery Delivery Work,13855
35,4,4,Security,Grocery Delivery,No Formal,Rural,Both,Both,Hybrid,Grocery Delivery Work,13407
39,1,6,Security,Grocery Delivery,No Formal,Urban,Both,Laptop,Offline Local,Grocery Delivery Work,14643
35,3,6,Security,Grocery Delivery,10th,Urban,English,Both,Hybrid,Grocery Delivery Work,12436
38,3,4,Security,Grocery Delivery,Diploma,Semi-Urban,Hindi,Both,Hybrid,Grocery Delivery Work,12143
31,3,3,Security,Grocery Delivery,8th,Urban,Hindi,Both,Hybrid,Grocery Delivery Work,12189
22,1,4,Security,Grocery Delivery,12th,Semi-Urban,Hindi,Mobile,Offline Local,Grocery Delivery Work,11244
35,3,4,Security,Grocery Delivery,10th,Rural,Hindi,Laptop,Work From Home,Grocery Delivery Work,12683
19,3,5,Security,Grocery Delivery,UG,Urban,Hindi,Both,Offline Local,Grocery Delivery Work,12835
31,0,6,Security,Grocery Delivery,PG,Urban,Hindi,Mobile,Offline Local,Grocery Delivery Work,12756
21,2,5,Security,Grocery Delivery,8th,Semi-Urban,Hindi,Laptop,Work From Home,Grocery Delivery Work,12289
34,0,5,Caregiver,Pet Care,UG,Rural,English,Mobile,Offline Local,Pet Care Work,13948
39,0,5,Caregiver,Pet Care,12th,Rural,Both,Both,Offline Local,Pet Care Work,11578
42,3,6,Caregiver,Pet Care,8th,Rural,English,Laptop,Hybrid,Pet Care Work,15047
23,3,3,Caregiver,Pet Care,12th,Semi-Urban,English,Both,Work From Home,Pet Care Work,10473
18,3,4,Caregiver,Pet Care,UG,Semi-Urban,English,Laptop,Offline Local,Pet Care Work,13054
38,1,1,Caregiver,Pet Care,Diploma,Rural,English,Laptop,Offline Local,Pet Care Work,10870
35,4,1,Caregiver,Pet Care,12th,Urban,Hindi,Laptop,Work From Home,Pet Care Work,8704
44,2,1,Caregiver,Pet Care,PG,Urban,English,Laptop,Offline Local,Pet Care Work,9894
30,3,4,Caregiver,Pet Care,10th,Semi-Urban,Hindi,Laptop,Offline Local,Pet Care Work,12381
38,1,6,Caregiver,Pet Care,Diploma,Semi-Urban,Hindi,Both,Offline Local,Pet Care Work,14964
33,3,6,Caregiver,Pet Care,UG,Urban,English,Laptop,Offline Local,Pet Care Work,13391
19,3,2,Caregiver,Pet Care,8th,Semi-Urban,Both,Mobile,Hybrid,Pet Care Work,11649
19,0,1,Caregiver,Pet Care,PG,Semi-Urban,Both,Mobile,Hybrid,Pet Care Work,8483
25,4,6,Caregiver,Pet Care,10th,Urban,Hindi,Laptop,Offline Local,Pet Care Work,12827
36,2,6,Caregiver,Pet Care,12th,Urban,Hindi,Laptop,Work From Home,Pet Care Work,12385
37,3,2,Caregiver,Pet Care,Diploma,Urban,English,Laptop,Offline Local,Pet Care Work,9346
29,1,4,Caregiver,Pet Care,UG,Urban,Hindi,Both,Work From Home,Pet Care Work,11243
43,1,5,Caregiver,Pet Care,8th,Urban,Hindi,Mobile,Hybrid,Pet Care Work,13716
37,4,4,Caregiver,Pet Care,UG,Urban,English,Laptop,Hybrid,Pet Care Work,13682
30,0,1,Caregiver,Pet Care,8th,Semi-Urban,Hindi,Both,Offline Local,Pet Care Work,9621
33,4,4,Caregiver,Elder Care,Diploma,Rural,Both,Mobile,Work From Home,Elder Care Work,13469
45,1,1,Caregiver,Elder Care,UG,Urban,Hindi,Laptop,Work From Home,Elder Care Work,10264
40,3,5,Caregiver,Elder Care,8th,Semi-Urban,Both,Laptop,Work From Home,Elder Care Work,12440
33,0,5,Caregiver,Elder Care,No Formal,Semi-Urban,English,Both,Work From Home,Elder Care Work,14062
35,3,5,Caregiver,Elder Care,12th,Rural,Hindi,Laptop,Work From Home,Elder Care Work,13331
33,1,6,Caregiver,Elder Care,UG,Semi-Urban,Both,Both,Hybrid,Elder Care Work,14720
43,2,2,Caregiver,Elder Care,10th,Semi-Urban,Hindi,Both,Work From Home,Elder Care Work,10068
19,4,3,Caregiver,Elder Care,UG,Urban,English,Laptop,Hybrid,Elder Care Work,12083
22,4,6,Caregiver,Elder Care,8th,Urban,Both,Mobile,Hybrid,Elder Care Work,13105
31,1,4,Caregiver,Elder Care,PG,Rural,Both,Mobile,Hybrid,Elder Care Work,11947
44,2,4,Caregiver,Elder Care,12th,Urban,English,Mobile,Offline Local,Elder Care Work,10916
23,4,5,Caregiver,Elder Care,10th,Rural,Both,Both,Hybrid,Elder Care Work,11883
24,2,4,Caregiver,Elder Care,8th,Rural,Both,Both,Offline Local,Elder Care Work,11721
40,4,6,Caregiver,Elder Care,12th,Rural,Both,Both,Work From Home,Elder Care Work,15220
42,3,4,Caregiver,Elder Care,Diploma,Rural,English,Both,Offline Local,Elder Care Work,12645
22,4,6,Caregiver,Elder Care,Diploma,Urban,Hindi,Both,Work From Home,Elder Care Work,12875
36,2,2,Caregiver,Elder Care,12th,Semi-Urban,English,Both,Work From Home,Elder Care Work,10069
18,3,1,Caregiver,Elder Care,12th,Rural,English,Both,Work From Home,Elder Care Work,10177
27,4,3,Caregiver,Elder Care,Diploma,Semi-Urban,English,Both,Hybrid,Elder Care Work,10759
23,4,5,Caregiver,Elder Care,UG,Semi-Urban,Hindi,Laptop,Offline Local,Elder Care Work,11904
25,4,6,IT,Graphic Printing,UG,Urban,English,Laptop,Offline Local,Graphic Printing Work,15640
43,1,4,IT,Graphic Printing,12th,Rural,Both,Both,Hybrid,Graphic Printing Work,15718
20,1,5,IT,Graphic Printing,8th,Urban,Hindi,Mobile,Hybrid,Graphic Printing Work,17283
22,3,5,IT,Graphic Printing,No Formal,Semi-Urban,Hindi,Laptop,Hybrid,Graphic Printing Work,17459
24,1,5,IT,Graphic Printing,8th,Urban,Hindi,Both,Offline Local,Graphic Printing Work,15738
21,2,2,IT,Graphic Printing,UG,Urban,Both,Mobile,Offline Local,Graphic Printing Work,12430
22,2,1,IT,Graphic Printing,Diploma,Rural,Hindi,Both,Offline Local,Graphic Printing Work,13374
19,1,4,IT,Graphic Printing,No Formal,Urban,Both,Laptop,Work From Home,Graphic Printing Work,16276
41,4,6,IT,Graphic Printing,PG,Urban,English,Both,Hybrid,Graphic Printing Work,17203
43,0,2,IT,Graphic Printing,12th,Semi-Urban,English,Mobile,Work From Home,Graphic Printing Work,13872
40,4,5,IT,Graphic Printing,10th,Semi-Urban,English,Laptop,Work From Home,Graphic Printing Work,16232
34,0,4,IT,Graphic Printing,12th,Urban,Hindi,Mobile,Offline Local,Graphic Printing Work,14946
45,2,1,IT,Graphic Printing,8th,Semi-Urban,Hindi,Laptop,Offline Local,Graphic Printing Work,11609
40,0,5,IT,Graphic Printing,UG,Urban,Hindi,Both,Hybrid,Graphic Printing Work,16783
33,0,5,IT,Graphic Printing,PG,Rural,English,Mobile,Offline Local,Graphic Printing Work,15321
30,3,4,IT,Graphic Printing,PG,Urban,Hindi,Laptop,Work From Home,Graphic Printing Work,14044
43,0,2,IT,Graphic Printing,UG,Rural,Both,Laptop,Offline Local,Graphic Printing Work,14376
27,2,6,IT,Graphic Printing,8th,Urban,English,Mobile,Hybrid,Graphic Printing Work,16205
43,1,5,IT,Graphic Printing,10th,Semi-Urban,Both,Both,Work From Home,Graphic Printing Work,17049
